rot_crop,RCI,n,RCI_unique,RCI_match
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Dbl Crop WinWht/Soybeans-Corn,4,2,4,TRUE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Dbl Crop WinWht/Soybeans-Corn,4.24,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Dbl Crop WinWht/Soybeans-Corn,4.47,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Dbl Crop WinWht/Soybeans-Corn,4.74,2,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Fallow/Idle Cropland-Corn,4.24,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Grassland/Pasture-Corn,3.24,5,3.24,TRUE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Grassland/Pasture-Corn,3.46,7,3.24,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Grassland/Pasture-Corn,4,3,3.24,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Soybeans-Corn,0,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Soybeans-Corn,2.45,4,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Soybeans-Corn,3.46,2,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Soybeans-Corn,4,29,4,TRUE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Soybeans-Corn,4.24,20,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Soybeans-Corn,4.74,4,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Winter Wheat-Corn,4,1,4,TRUE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Winter Wheat-Corn,4.24,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Corn-Winter Wheat-Corn,4.74,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Dbl Crop WinWht/Soybeans-Corn-Corn,4.24,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Forest-Soybeans-Corn,0,1,4.74,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn,2.83,3,3.67,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn,3,7,3.67,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn,3.46,1,3.67,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn,3.67,2,3.67,TRUE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Corn-Corn,1.41,1,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Corn-Corn,2.45,5,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Corn-Corn,3,1,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Corn-Corn,3.46,10,3.46,TRUE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Corn-Corn,3.67,12,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Corn-Corn,4,6,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Corn-Corn,4.24,3,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Corn-Corn,4.74,2,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Dbl Crop WinWht/Soybeans-Corn,3.46,2,4.24,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,2,6,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,2.65,8,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,2.83,13,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,3.46,11,3.46,TRUE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,3.67,5,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,4,2,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,4.24,2,3.46,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Other Hay/Non Alfalfa-Corn,3.46,1,4.24,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Other Hay/Non Alfalfa-Corn,3.67,1,4.24,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,3.24,1,4.24,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,3.46,5,4.24,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,3.67,3,4.24,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,4.24,2,4.24,TRUE
Alfalfa-Alfalfa-Grassland/Pasture-Nonag/Undefined-Corn-Corn,4.24,1,NA,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Alfalfa-Corn,3.67,1,4.24,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Corn-Corn,4,3,4,TRUE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Corn-Corn,4.24,3,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Corn-Corn,4.74,3,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4.24,1,4.74,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4.47,1,4.74,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Grassland/Pasture-Corn,0,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Grassland/Pasture-Corn,2.45,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Grassland/Pasture-Corn,3.24,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Grassland/Pasture-Corn,3.46,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Soybeans-Corn,3.24,2,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Soybeans-Corn,4,2,4,TRUE
Alfalfa-Alfalfa-Grassland/Pasture-Soybeans-Winter Wheat-Corn,4.24,1,4.74,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Winter Wheat-Corn-Corn,4,1,4,TRUE
Alfalfa-Alfalfa-Grassland/Pasture-Winter Wheat-Corn-Corn,4.74,1,4,FALSE
Alfalfa-Alfalfa-Grassland/Pasture-Winter Wheat-Dbl Crop WinWht/Soybeans-Corn,4,1,4.74,FALSE
Alfalfa-Alfalfa-Nonag/Undefined-Alfalfa-Corn-Corn,4.74,1,NA,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Alfalfa-Alfalfa-Corn,2.65,4,3.46,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Alfalfa-Alfalfa-Corn,3.46,5,3.46,TRUE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Alfalfa-Corn-Corn,3.24,5,3.24,TRUE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Alfalfa-Corn-Corn,4,2,3.24,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Alfalfa-Grassland/Pasture-Corn,4,2,4,TRUE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Corn,2.45,3,3.24,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Corn,3.24,1,3.24,TRUE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Alfalfa-Soybeans-Corn,3.24,3,4,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Alfalfa-Soybeans-Corn,3.46,1,4,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Corn-Corn-Corn,3.24,3,3,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Corn-Corn-Corn,3.46,2,3,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Corn-Corn-Corn,4,1,3,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Corn-Soybeans-Corn,4,3,4,TRUE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Corn-Soybeans-Corn,4.24,3,4,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Corn-Soybeans-Corn,4.74,4,4,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Grassland/Pasture-Corn-Corn,4.24,1,4,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Grassland/Pasture-Soybeans-Corn,4,1,4.74,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Other Hay/Non Alfalfa-Alfalfa-Corn,2.83,1,3.67,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Other Hay/Non Alfalfa-Grassland/Pasture-Corn,3.46,2,4.24,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Other Hay/Non Alfalfa-Other Hay/Non Alfalfa-Corn,3.46,4,3.46,TRUE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Other Hay/Non Alfalfa-Soybeans-Corn,3.46,3,4.24,FALSE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Sod/Grass Seed-Other Hay/Non Alfalfa-Corn,4,1,4,TRUE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Soybeans-Corn-Corn,4,1,4,TRUE
Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Soybeans-Soybeans-Corn,4,1,4,TRUE
Alfalfa-Alfalfa-Other Small Grains-Grassland/Pasture-Grassland/Pasture-Corn,4.24,1,4.24,TRUE
Alfalfa-Alfalfa-Rye-Rye-Corn-Corn,3.24,1,3.24,TRUE
Alfalfa-Alfalfa-Sod/Grass Seed-Corn-Soybeans-Corn,4,1,4,TRUE
Alfalfa-Alfalfa-Soybeans-Alfalfa-Alfalfa-Corn,2.83,1,3.46,FALSE
Alfalfa-Alfalfa-Soybeans-Alfalfa-Alfalfa-Corn,3.46,2,3.46,TRUE
Alfalfa-Alfalfa-Soybeans-Alfalfa-Corn-Corn,3.24,1,3.24,TRUE
Alfalfa-Alfalfa-Soybeans-Alfalfa-Corn-Corn,3.46,1,3.24,FALSE
Alfalfa-Alfalfa-Soybeans-Alfalfa-Corn-Corn,4,3,3.24,FALSE
Alfalfa-Alfalfa-Soybeans-Alfalfa-Corn-Corn,4.24,1,3.24,FALSE
Alfalfa-Alfalfa-Soybeans-Alfalfa-Grassland/Pasture-Corn,3.46,1,4,FALSE
Alfalfa-Alfalfa-Soybeans-Alfalfa-Other Hay/Non Alfalfa-Corn,3.24,1,4,FALSE
Alfalfa-Alfalfa-Soybeans-Alfalfa-Soybeans-Corn,3.24,2,3.24,TRUE
Alfalfa-Alfalfa-Soybeans-Corn-Corn-Corn,3.24,13,3,FALSE
Alfalfa-Alfalfa-Soybeans-Corn-Corn-Corn,3.46,6,3,FALSE
Alfalfa-Alfalfa-Soybeans-Corn-Corn-Corn,4,8,3,FALSE
Alfalfa-Alfalfa-Soybeans-Corn-Corn-Corn,4.74,1,3,FALSE
Alfalfa-Alfalfa-Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,4,2,4,TRUE
Alfalfa-Alfalfa-Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,4.24,2,4,FALSE
Alfalfa-Alfalfa-Soybeans-Corn-Grassland/Pasture-Corn,4.24,2,4,FALSE
Alfalfa-Alfalfa-Soybeans-Corn-Other Hay/Non Alfalfa-Corn,4.24,1,4,FALSE
Alfalfa-Alfalfa-Soybeans-Corn-Pumpkins-Corn,4,1,4,TRUE
Alfalfa-Alfalfa-Soybeans-Corn-Soybeans-Corn,3.24,49,3.24,TRUE
Alfalfa-Alfalfa-Soybeans-Corn-Soybeans-Corn,3.46,11,3.24,FALSE
Alfalfa-Alfalfa-Soybeans-Corn-Soybeans-Corn,3.74,3,3.24,FALSE
Alfalfa-Alfalfa-Soybeans-Corn-Soybeans-Corn,4,32,3.24,FALSE
Alfalfa-Alfalfa-Soybeans-Corn-Soybeans-Corn,4.74,1,3.24,FALSE
Alfalfa-Alfalfa-Soybeans-Corn-Winter Wheat-Corn,4.74,1,4,FALSE
Alfalfa-Alfalfa-Soybeans-Dbl Crop WinWht/Soybeans-Soybeans-Corn,4,1,4,TRUE
Alfalfa-Alfalfa-Soybeans-Grassland/Pasture-Alfalfa-Corn,4.24,1,4.24,TRUE
Alfalfa-Alfalfa-Soybeans-Grassland/Pasture-Alfalfa-Corn,4.74,1,4.24,FALSE
Alfalfa-Alfalfa-Soybeans-Grassland/Pasture-Dbl Crop WinWht/Soybeans-Corn,4,1,4.74,FALSE
Alfalfa-Alfalfa-Soybeans-Grassland/Pasture-Soybeans-Corn,1.41,1,4,FALSE
Alfalfa-Alfalfa-Soybeans-Grassland/Pasture-Soybeans-Corn,3.24,1,4,FALSE
Alfalfa-Alfalfa-Soybeans-Other Hay/Non Alfalfa-Other Hay/Non Alfalfa-Corn,4.24,2,4.24,TRUE
Alfalfa-Alfalfa-Soybeans-Other Hay/Non Alfalfa-Soybeans-Corn,3.24,1,4,FALSE
Alfalfa-Alfalfa-Soybeans-Rye-Corn-Corn,4,1,4,TRUE
Alfalfa-Alfalfa-Soybeans-Soybeans-Corn-Corn,3.46,2,3.24,FALSE
Alfalfa-Alfalfa-Soybeans-Soybeans-Corn-Corn,4,1,3.24,FALSE
Alfalfa-Alfalfa-Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Corn,3.24,3,4,FALSE
Alfalfa-Alfalfa-Soybeans-Soybeans-Fallow/Idle Cropland-Corn,3.24,1,4,FALSE
Alfalfa-Alfalfa-Soybeans-Soybeans-Soybeans-Corn,2.24,2,3,FALSE
Alfalfa-Alfalfa-Soybeans-Soybeans-Soybeans-Corn,2.45,1,3,FALSE
Alfalfa-Alfalfa-Soybeans-Soybeans-Winter Wheat-Corn,3.46,1,4,FALSE
Alfalfa-Alfalfa-Winter Wheat-Alfalfa-Alfalfa-Corn,2.65,1,3.46,FALSE
Alfalfa-Alfalfa-Winter Wheat-Alfalfa-Corn-Corn,4,1,3.24,FALSE
Alfalfa-Alfalfa-Winter Wheat-Corn-Corn-Corn,3.24,4,3,FALSE
Alfalfa-Alfalfa-Winter Wheat-Corn-Corn-Corn,4,1,3,FALSE
Alfalfa-Alfalfa-Winter Wheat-Corn-Soybeans-Corn,4.74,1,4,FALSE
Alfalfa-Alfalfa-Winter Wheat-Fallow/Idle Cropland-Soybeans-Corn,4,1,4.74,FALSE
Alfalfa-Alfalfa-Winter Wheat-Grassland/Pasture-Corn-Corn,4,1,4,TRUE
Alfalfa-Alfalfa-Winter Wheat-Soybeans-Corn-Corn,4.24,1,4,FALSE
Alfalfa-Alfalfa-Winter Wheat-Winter Wheat-Corn-Corn,4,1,3.24,FALSE
Alfalfa-Clouds/No Data -Clouds/No Data -Corn-Dbl Crop WinWht/Soybeans-Corn,0,1,NA,FALSE
Alfalfa-Clouds/No Data -Grassland/Pasture-Other Small Grains-Grassland/Pasture-Corn,0,1,NA,FALSE
Alfalfa-Clover/Wildflowers-Alfalfa-Alfalfa-Grassland/Pasture-Corn,3.46,1,4,FALSE
Alfalfa-Clover/Wildflowers-Alfalfa-Soybeans-Corn-Corn,4,1,3.74,FALSE
Alfalfa-Clover/Wildflowers-Soybeans-Soybeans-Soybeans-Corn,3.46,1,3.46,TRUE
Alfalfa-Clover/Wildflowers-Winter Wheat-Corn-Winter Wheat-Corn,4,1,3.74,FALSE
Alfalfa-Corn-Alfalfa-Alfalfa-Alfalfa-Corn,2.45,2,2.65,FALSE
Alfalfa-Corn-Alfalfa-Alfalfa-Alfalfa-Corn,2.65,1,2.65,TRUE
Alfalfa-Corn-Alfalfa-Alfalfa-Alfalfa-Corn,3.24,3,2.65,FALSE
Alfalfa-Corn-Alfalfa-Alfalfa-Corn-Corn,2.65,1,2.65,TRUE
Alfalfa-Corn-Alfalfa-Alfalfa-Corn-Corn,3.46,2,2.65,FALSE
Alfalfa-Corn-Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Corn,4,2,3.46,FALSE
Alfalfa-Corn-Alfalfa-Alfalfa-Soybeans-Corn,3.46,1,3.46,TRUE
Alfalfa-Corn-Alfalfa-Corn-Alfalfa-Corn,2.24,1,2.24,TRUE
Alfalfa-Corn-Alfalfa-Corn-Alfalfa-Corn,2.45,1,2.24,FALSE
Alfalfa-Corn-Alfalfa-Corn-Corn-Corn,2.45,5,2,FALSE
Alfalfa-Corn-Alfalfa-Corn-Corn-Corn,3,5,2,FALSE
Alfalfa-Corn-Alfalfa-Corn-Soybeans-Corn,3.24,10,3,FALSE
Alfalfa-Corn-Alfalfa-Corn-Soybeans-Corn,3.74,1,3,FALSE
Alfalfa-Corn-Alfalfa-Corn-Winter Wheat-Corn,3.74,1,3,FALSE
Alfalfa-Corn-Alfalfa-Deciduous Forest-Soybeans-Corn,4,1,4,TRUE
Alfalfa-Corn-Alfalfa-Fallow/Idle Cropland-Corn-Corn,4,1,3.24,FALSE
Alfalfa-Corn-Alfalfa-Grassland/Pasture-Alfalfa-Corn,3.24,1,3.24,TRUE
Alfalfa-Corn-Alfalfa-Grassland/Pasture-Alfalfa-Corn,4.47,1,3.24,FALSE
Alfalfa-Corn-Alfalfa-Grassland/Pasture-Corn-Corn,3.46,1,3.24,FALSE
Alfalfa-Corn-Alfalfa-Soybeans-Corn-Corn,3.24,1,3.24,TRUE
Alfalfa-Corn-Alfalfa-Soybeans-Corn-Corn,3.46,1,3.24,FALSE
Alfalfa-Corn-Alfalfa-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4,1,4,TRUE
Alfalfa-Corn-Alfalfa-Soybeans-Soybeans-Corn,3.24,2,3.24,TRUE
Alfalfa-Corn-Clouds/No Data -Corn-Soybeans-Corn,0,1,NA,FALSE
Alfalfa-Corn-Clouds/No Data -Soybeans-Corn-Corn,4.74,1,NA,FALSE
Alfalfa-Corn-Clouds/No Data -Winter Wheat-Soybeans-Corn,0,1,NA,FALSE
Alfalfa-Corn-Corn-Alfalfa-Alfalfa-Corn,2.83,1,2.83,TRUE
Alfalfa-Corn-Corn-Alfalfa-Corn-Corn,2.65,1,2.45,FALSE
Alfalfa-Corn-Corn-Alfalfa-Corn-Corn,3.24,1,2.45,FALSE
Alfalfa-Corn-Corn-Alfalfa-Grassland/Pasture-Corn,3.24,1,3.46,FALSE
Alfalfa-Corn-Corn-Alfalfa-Other Hay/Non Alfalfa-Corn,3.46,2,3.46,TRUE
Alfalfa-Corn-Corn-Corn-Alfalfa-Corn,2.74,1,2.24,FALSE
Alfalfa-Corn-Corn-Corn-Alfalfa-Corn,3,3,2.24,FALSE
Alfalfa-Corn-Corn-Corn-Corn-Corn,0,1,1.41,FALSE
Alfalfa-Corn-Corn-Corn-Corn-Corn,1.41,1,1.41,TRUE
Alfalfa-Corn-Corn-Corn-Corn-Corn,1.73,36,1.41,FALSE
Alfalfa-Corn-Corn-Corn-Corn-Corn,2,88,1.41,FALSE
Alfalfa-Corn-Corn-Corn-Corn-Corn,2.45,63,1.41,FALSE
Alfalfa-Corn-Corn-Corn-Corn-Corn,3,6,1.41,FALSE
Alfalfa-Corn-Corn-Corn-Corn-Corn,3.24,6,1.41,FALSE
Alfalfa-Corn-Corn-Corn-Corn-Corn,3.46,5,1.41,FALSE
Alfalfa-Corn-Corn-Corn-Corn-Corn,3.74,6,1.41,FALSE
Alfalfa-Corn-Corn-Corn-Dbl Crop WinWht/Corn-Corn,2.74,1,2.74,TRUE
Alfalfa-Corn-Corn-Corn-Dbl Crop WinWht/Soybeans-Corn,2.74,1,2.74,TRUE
Alfalfa-Corn-Corn-Corn-Dbl Crop WinWht/Soybeans-Corn,3,3,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Deciduous Forest-Corn,2.74,1,2.74,TRUE
Alfalfa-Corn-Corn-Corn-Fallow/Idle Cropland-Corn,3,1,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Fallow/Idle Cropland-Corn,3.46,1,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Grassland/Pasture-Corn,3.46,1,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Oats-Corn,3,1,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Other Hay/Non Alfalfa-Corn,3.46,1,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Soybeans-Corn,2,1,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Soybeans-Corn,2.45,3,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Soybeans-Corn,2.74,18,2.74,TRUE
Alfalfa-Corn-Corn-Corn-Soybeans-Corn,3,39,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Soybeans-Corn,3.46,21,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Soybeans-Corn,4,2,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Soybeans-Corn,4.47,2,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Winter Wheat-Corn,2.74,2,2.74,TRUE
Alfalfa-Corn-Corn-Corn-Winter Wheat-Corn,3,2,2.74,FALSE
Alfalfa-Corn-Corn-Corn-Winter Wheat-Corn,3.46,2,2.74,FALSE
Alfalfa-Corn-Corn-Dbl Crop WinWht/Corn-Dbl Crop WinWht/Soybeans-Corn,4,1,4,TRUE
Alfalfa-Corn-Corn-Dbl Crop WinWht/Soybeans-Corn-Corn,3.74,3,3,FALSE
Alfalfa-Corn-Corn-Dbl Crop WinWht/Soybeans-Soybeans-Corn,3.46,1,4,FALSE
Alfalfa-Corn-Corn-Grassland/Pasture-Alfalfa-Corn,3.46,2,3.46,TRUE
Alfalfa-Corn-Corn-Grassland/Pasture-Alfalfa-Corn,4,1,3.46,FALSE
Alfalfa-Corn-Corn-Grassland/Pasture-Corn-Corn,2.74,1,3,FALSE
Alfalfa-Corn-Corn-Grassland/Pasture-Corn-Corn,3,2,3,TRUE
Alfalfa-Corn-Corn-Grassland/Pasture-Corn-Corn,3.24,2,3,FALSE
Alfalfa-Corn-Corn-Grassland/Pasture-Corn-Corn,3.74,2,3,FALSE
Alfalfa-Corn-Corn-Grassland/Pasture-Corn-Corn,4,1,3,FALSE
Alfalfa-Corn-Corn-Grassland/Pasture-Corn-Corn,4.47,1,3,FALSE
Alfalfa-Corn-Corn-Grassland/Pasture-Fallow/Idle Cropland-Corn,3.74,1,4,FALSE
Alfalfa-Corn-Corn-Grassland/Pasture-Grassland/Pasture-Corn,3.24,1,3.46,FALSE
Alfalfa-Corn-Corn-Grassland/Pasture-Soybeans-Corn,3.46,1,4,FALSE
Alfalfa-Corn-Corn-Grassland/Pasture-Soybeans-Corn,4,2,4,TRUE
Alfalfa-Corn-Corn-Grassland/Pasture-Winter Wheat-Corn,2.45,1,4,FALSE
Alfalfa-Corn-Corn-Other Hay/Non Alfalfa-Soybeans-Corn,4,1,4,TRUE
Alfalfa-Corn-Corn-Soybeans-Alfalfa-Corn,3.24,1,3.46,FALSE
Alfalfa-Corn-Corn-Soybeans-Corn-Corn,0,1,3,FALSE
Alfalfa-Corn-Corn-Soybeans-Corn-Corn,2.45,1,3,FALSE
Alfalfa-Corn-Corn-Soybeans-Corn-Corn,2.74,5,3,FALSE
Alfalfa-Corn-Corn-Soybeans-Corn-Corn,3,10,3,TRUE
Alfalfa-Corn-Corn-Soybeans-Corn-Corn,3.24,24,3,FALSE
Alfalfa-Corn-Corn-Soybeans-Corn-Corn,3.74,24,3,FALSE
Alfalfa-Corn-Corn-Soybeans-Corn-Corn,4,3,3,FALSE
Alfalfa-Corn-Corn-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4,4,4,TRUE
Alfalfa-Corn-Corn-Soybeans-Fallow/Idle Cropland-Corn,4.47,1,4,FALSE
Alfalfa-Corn-Corn-Soybeans-Oats-Corn,4,1,4,TRUE
Alfalfa-Corn-Corn-Soybeans-Peas-Corn,4,2,4,TRUE
Alfalfa-Corn-Corn-Soybeans-Soybeans-Corn,2.74,1,3.24,FALSE
Alfalfa-Corn-Corn-Soybeans-Soybeans-Corn,3,1,3.24,FALSE
Alfalfa-Corn-Corn-Soybeans-Soybeans-Corn,3.24,10,3.24,TRUE
Alfalfa-Corn-Corn-Soybeans-Soybeans-Corn,3.74,3,3.24,FALSE
Alfalfa-Corn-Corn-Soybeans-Winter Wheat-Corn,3.74,3,4,FALSE
Alfalfa-Corn-Corn-Soybeans-Winter Wheat-Corn,4,6,4,TRUE
Alfalfa-Corn-Corn-Soybeans-Winter Wheat-Corn,4.47,4,4,FALSE
Alfalfa-Corn-Corn-Winter Wheat-Corn-Corn,3,1,3,TRUE
Alfalfa-Corn-Corn-Winter Wheat-Corn-Corn,3.24,6,3,FALSE
Alfalfa-Corn-Corn-Winter Wheat-Corn-Corn,3.74,2,3,FALSE
Alfalfa-Corn-Corn-Winter Wheat-Soybeans-Corn,4,1,4,TRUE
Alfalfa-Corn-Corn-Winter Wheat-Soybeans-Corn,4.47,1,4,FALSE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Corn-Corn-Corn,3.74,1,2.74,FALSE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,2.74,3,3,FALSE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,3,1,3,TRUE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,3.24,15,3,FALSE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,3.74,1,3,FALSE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Corn-Fallow/Idle Cropland-Corn,4,1,3.74,FALSE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,3.46,1,3.74,FALSE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,3.74,1,3.74,TRUE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Corn-Soybeans-Corn,4,5,3.74,FALSE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Fallow/Idle Cropland-Dbl Crop WinWht/Soybeans-Corn,2.74,1,4,FALSE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Fallow/Idle Cropland-Soybeans-Corn,3.46,1,4.74,FALSE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Grassland/Pasture-Corn-Corn,4,1,4,TRUE
Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4,2,4,TRUE
Alfalfa-Corn-Deciduous Forest-Corn-Corn-Corn,4.47,1,2.74,FALSE
Alfalfa-Corn-Deciduous Forest-Corn-Grassland/Pasture-Corn,2.45,1,3.74,FALSE
Alfalfa-Corn-Deciduous Forest-Corn-Soybeans-Corn,4,1,3.74,FALSE
Alfalfa-Corn-Developed/Open Space-Other Hay/Non Alfalfa-Soybeans-Corn,4.74,1,4.74,TRUE
